Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC,P_relabun,PhAc_relabun,DBP_relabun,DEHP_relabun,ATBC_relabun,P_mean,PhAc_mean,DBP_mean,DEHP_mean,ATBC_mean,P_sd,PhAc_sd,DBP_sd,DEHP_sd,ATBC_sd,P_PhAc_fc,P_DBP_fc,P_DEHP_fc,P_ATBC_fc,PhAc_DBP_fc,PhAc_DEHP_fc,PhAc_ATBC_fc,P_PhAc_ttest,P_DBP_ttest,P_DEHP_ttest,P_ATBC_ttest,P_PhAc_ttest_sig,P_DBP_ttest_sig,P_DEHP_ttest_sig,P_ATBC_ttest_sig,PhAc_DBP_ttest,PhAc_DEHP_ttest,PhAc_ATBC_ttest,PhAc_DBP_ttest_sig,PhAc_DEHP_ttest_sig,PhAc_ATBC_ttest_sig
JANJIKNC_05059 Energy-dependent translational throttle protein EttA,19.26097,19.60405,18.79302,18.93044,19.72006,18.92859,17.83596,18.34754,18.07645,19.68513,20.88206,19.34503,18.92545,19.46113,18.80015,0.009581552,0.01271273,0.003588836,0.020115904,0.008847477,19.21934667,19.19303,18.08665,19.97074,19.06224333,0.332407172,0.372667252,0.208976161,0.659188951,0.286656533,-0.026316667,-1.132696667,0.751393333,-0.157103333,-1.10638,0.77771,-0.130786667,0.944168639,0.015101363,0.223452009,0.639359814,,+,,,0.021541072,0.220025963,0.71409447,+,,
JANJIKNC_05060 Argininosuccinate lyase,19.06915,22.18026,22.06579,19.82175,20.18923,19.89249,21.16668,21.07032,21.47284,19.52115,19.2584,19.67401,19.65945,18.98988,19.31904,0.03540741,0.021750781,0.031855694,0.014360605,0.010598681,21.10506667,19.96782333,21.23661333,19.48452,19.32279,1.440368784,0.159199499,0.171607286,0.171637672,0.273363669,-1.137243333,0.131546667,-1.620546667,-1.782276667,1.26879,-0.483303333,-0.645033333,0.329294038,0.904140003,0.189270542,0.16069589,,,,,0.001556885,0.043259182,0.044848793,+,+,+
JANJIKNC_05066 Arginine biosynthesis bifunctional protein ArgJ,19.32633,19.15761,19.21696,19.29795,20.22972,19.15173,19.24493,19.20074,19.37356,19.16832,18.96371,18.83032,19.63904,19.20383,19.05343,0.009676908,0.016392591,0.008167773,0.010175125,0.010423656,19.23363333,19.5598,19.27307667,18.98745,19.29876667,0.069881374,0.477451343,0.073306954,0.139005253,0.248320352,0.326166667,0.039443333,-0.246183333,0.065133333,-0.286723333,-0.57235,-0.261033333,0.393243811,0.611104257,0.088842497,0.739079226,,,,,0.448464055,0.178913803,0.530434933,,,
JANJIKNC_05068 Phenylalanine--tRNA ligase beta subunit,20.1107,20.28071,20.29446,18.83916,19.8592,20.4803,20.32246,20.58013,20.34039,19.05307,19.41048,19.71472,18.67042,19.50397,19.27307,0.019286722,0.018396915,0.018015823,0.013475635,0.009396843,20.22862333,19.72622,20.41432667,19.39275667,19.14915333,0.083573122,0.676558884,0.117468947,0.270408047,0.351395225,-0.502403333,0.185703333,-0.835866667,-1.07947,0.688106667,-0.333463333,-0.577066667,0.356141327,0.142595691,0.013956633,0.013407479,,,+,+,0.229401937,0.552737696,0.344701971,,,
JANJIKNC_05069 Phenylalanine--tRNA ligase alpha subunit,22.64985,22.73573,22.52793,21.60549,19.98465,21.40364,22.75283,22.69598,23.48824,22.61495,23.05044,23.0479,22.48269,22.89988,22.34987,0.1024481,0.044418804,0.106586631,0.153698009,0.101160537,22.63783667,20.99792667,22.97901667,22.90443,22.57748,0.085258236,0.721217978,0.360822471,0.204695898,0.234331116,-1.63991,0.34118,0.266593333,-0.060356667,1.98109,1.906503333,1.579553333,0.033108211,0.263019932,0.164303673,0.749350528,+,,,,0.025487622,0.022832081,0.042148763,+,+,+
JANJIKNC_05072 Acyl-CoA dehydrogenase,18.28573,18.02713,18.47205,19.53417,20.2694,19.7085,18.44883,19.13789,18.47354,19.36416,19.12778,19.95704,19.36465,18.93546,18.34637,0.004933288,0.019870119,0.005440048,0.014345417,0.007809243,18.26163667,19.83735667,18.68675333,19.48299333,18.88216,0.182435044,0.313681174,0.31916126,0.348816148,0.417416025,1.57572,0.425116667,1.221356667,0.620523333,-1.150603333,-0.354363333,-0.955196667,0.003565171,0.177307689,0.011802144,0.126338762,+,,+,,0.022039257,0.345578048,0.06086738,+,,
JANJIKNC_05075 50S ribosomal protein L20,24.77037,24.96996,25.10398,23.62255,23.6672,23.95314,25.38466,25.48772,25.69774,25.3662,25.28079,26.14701,25.24063,23.95207,25.22004,0.508116703,0.298751464,0.621770929,0.994291224,0.473516029,24.94810333,23.74763,25.52337333,25.598,24.80424667,0.137069796,0.146456309,0.130276991,0.389771473,0.602638527,-1.200473333,0.57527,0.649896667,-0.143856667,1.775743333,1.85037,1.056616667,0.001067995,0.012624024,0.09016139,0.758533355,+,+,,,0.000213936,0.003273752,0.073599902,+,+,
JANJIKNC_05077 Translation initiation factor IF-3,22.85261,22.57575,22.7579,22.27188,20.92797,18.61852,22.25598,22.33887,22.66186,22.31219,22.08952,22.05798,21.60463,21.32433,21.03302,0.109112009,0.03385496,0.072292263,0.091313399,0.042332177,22.72875333,20.60612333,22.41890333,22.15323,21.32066,0.114891285,1.508740928,0.175097391,0.113136802,0.233373234,-2.12263,-0.30985,-0.575523333,-1.408093333,1.81278,1.547106667,0.714536667,0.118273177,0.104551395,0.00724288,0.001564635,,,+,+,0.16670784,0.221678638,0.544223428,,,
JANJIKNC_05088 hypothetical protein,19.26509,18.71979,19.54482,19.18737,20.80788,18.93896,19.23734,19.11728,19.20581,20.24731,19.39788,19.57886,18.86029,18.56239,19.86271,0.009301603,0.017386657,0.007693692,0.017158775,0.009051474,19.17656667,19.64473667,19.18681,19.74135,19.09513,0.342584209,0.828695236,0.050822245,0.365317288,0.556219618,0.46817,0.010243333,0.564783333,-0.081436667,-0.457926667,0.096613333,-0.549606667,0.501276528,0.968640805,0.185977792,0.868624616,,,,,0.478960511,0.887383128,0.479611656,,,
JANJIKNC_05091 Universal stress protein,24.84852,24.57762,24.97889,24.20777,24.0112,23.71544,24.09563,23.59742,24.09346,24.24184,24.4763,24.21897,24.80627,25.01316,24.45224,0.459076067,0.350509234,0.205886109,0.407849949,0.45833102,24.80167667,23.97813667,23.92883667,24.31237,24.75722333,0.167132934,0.202348042,0.234348647,0.116291424,0.231605978,-0.82354,-0.87284,-0.489306667,-0.044453333,-0.0493,0.334233333,0.779086667,0.011354042,0.012762229,0.027313213,0.836562204,+,+,+,,0.832874016,0.112812883,0.02311584,,,+
JANJIKNC_05101 HTH-type transcriptional regulator LutR,18.69393,18.28932,18.87496,19.7727,20.13603,19.88204,19.72744,19.318,19.35559,18.92243,18.94592,19.89777,19.72512,19.10192,18.91233,0.006321715,0.021191718,0.009342936,0.012251598,0.010052479,18.61940333,19.93025667,19.46701,19.25537333,19.24645667,0.244825408,0.152196819,0.184790134,0.454344255,0.347203141,1.310853333,0.847606667,0.63597,0.627053333,-0.463246667,-0.674883333,-0.6838,0.003007136,0.017424527,0.156352848,0.10514622,+,+,,,0.052088895,0.117197586,0.063244519,,,
JANJIKNC_05123 HTH-type transcriptional repressor KstR2,20.24319,19.29889,19.62512,18.94162,20.20081,20.17493,18.20223,19.15257,18.8472,18.68458,19.45336,20.16091,20.06487,19.86319,19.33125,0.01357907,0.01899602,0.005621153,0.013856343,0.014282,19.7224,19.77245333,18.734,19.43295,19.75310333,0.391597728,0.587582882,0.396145772,0.602881964,0.309449922,0.050053333,-0.9884,-0.28945,0.030703333,-1.038453333,-0.339503333,-0.01935,0.924971845,0.066099357,0.59953368,0.934854571,,,,,0.106941081,0.598966284,0.969105726,,,
JANJIKNC_05161 60 kDa chaperonin 1,26.40266,26.89203,26.64417,25.97854,26.24407,26.06085,27.5501,27.61512,27.58714,26.43387,26.28457,26.31593,26.074,25.97246,26.21249,1.648798535,1.519792493,2.594041817,1.668475357,1.151532532,26.64628667,26.09448667,27.58412,26.34479,26.08631667,0.199790072,0.110980822,0.026630063,0.06427699,0.098378099,-0.5518,0.937833333,-0.301496667,-0.55997,1.489633333,0.250303333,-0.00817,0.02691623,0.002761254,0.112009676,0.023670432,+,+,,+,5.07E-05,0.050845515,0.941643696,+,,
JANJIKNC_05163 hypothetical protein,20.43949,21.22923,20.11731,22.99781,22.59712,22.92694,18.57832,19.15091,18.63386,20.28109,20.14656,19.41891,21.08699,21.01482,20.80688,0.024868646,0.159321296,0.005834313,0.019813035,0.033187916,20.59534333,22.84062333,18.78769667,19.94885333,20.96956333,0.467125406,0.174596763,0.257829552,0.378729924,0.118747709,2.24528,-1.807646667,-0.64649,0.37422,-4.052926667,-2.89177,-1.87106,0.003119507,0.008703638,0.203064887,0.333850996,+,+,,,5.13E-05,0.000606196,0.000233294,+,+,+
JANJIKNC_05166 Fatty acyl-CoA reductase,20.21324,20.12402,20.8226,19.24389,20.14029,19.4132,21.76656,21.34321,23.13774,20.33003,19.83,20.0724,20.01672,19.30336,21.26069,0.021518905,0.016845585,0.057256571,0.0216606,0.01938156,20.38662,19.59912667,22.08250333,20.07747667,20.19359,0.310428706,0.388852829,0.765919762,0.204167953,0.808804645,-0.787493333,1.695883333,-0.309143333,-0.19303,2.483376667,0.47835,0.594463333,0.088793067,0.044028545,0.304567232,0.76843564,,+,,,0.014992086,0.198332607,0.401903311,+,,
JANJIKNC_05170 hypothetical protein,20.76401,21.48109,21.15345,22.18507,20.94223,21.57427,20.43013,20.18071,19.83867,21.12887,21.68402,21.03093,22.14694,21.92763,21.60824,0.036095892,0.065907099,0.014998046,0.049894123,0.063000562,21.13285,21.56719,20.14983667,21.28127333,21.89427,0.293108855,0.507412003,0.242447389,0.287578069,0.221184824,0.43434,-0.983013333,0.148423333,0.76142,-1.417353333,-0.285916667,0.32708,0.353689691,0.021681677,0.636150564,0.042707442,,+,,+,0.023494436,0.52628635,0.450354321,+,,
JANJIKNC_05175 3-oxoacyl-[acyl-carrier-protein] reductase FabG,21.97918,21.66973,22.13496,21.70358,22.07519,22.02533,21.64606,21.76571,21.50339,21.50184,20.20265,21.89833,21.27804,21.63931,21.65018,0.062633796,0.085028346,0.042085539,0.047191812,0.048689298,21.92795667,21.9347,21.63838667,21.20094,21.52251,0.193352201,0.164689295,0.107229056,0.724218325,0.172923345,0.006743333,-0.28957,-0.727016667,-0.405446667,-0.296313333,-0.73376,-0.41219,0.971847447,0.137637434,0.242082624,0.091579881,,,,,0.099944534,0.234883499,0.07112658,,,
JANJIKNC_05195 Superoxide dismutase [Cu-Zn],19.58072,18.73105,18.56363,21.87042,20.62974,22.51116,22.88163,23.32663,22.11197,19.50718,19.68249,19.99652,19.2761,19.47323,21.5877,0.007996559,0.070796787,0.092429151,0.017009333,0.018320235,18.95846667,21.67044,22.77341,19.72873,20.11234333,0.445276522,0.780994795,0.501752532,0.202430255,1.046334245,2.711973333,3.814943333,0.770263333,1.153876667,1.10297,-1.94171,-1.558096667,0.012990015,0.001297559,0.089905519,0.224603503,+,+,,,0.16818675,0.027188328,0.166756094,,+,
JANJIKNC_05196 hypothetical protein,18.64346,18.72886,19.20445,18.99291,20.05184,19.90777,19.67793,19.93776,19.09538,19.36233,19.1588,19.64553,19.9915,19.00027,19.96495,0.007463416,0.017460367,0.010036767,0.013439535,0.013317605,18.85892333,19.65084,19.57035667,19.38888667,19.65224,0.246799241,0.468929956,0.352212088,0.199592027,0.46113981,0.791916667,0.711433333,0.529963333,0.793316667,-0.080483333,-0.261953333,0.0014,0.102092672,0.079429526,0.077555663,0.098528533,,,,,0.855573246,0.507544978,0.997742188,,,
JANJIKNC_05217 Cold shock-like protein CspD,21.33052,21.03772,21.14954,19.40796,20.06738,19.81998,21.62466,21.31401,22.33413,19.63107,19.999,21.79899,21.56067,21.72817,21.2854,0.037104084,0.018899532,0.045710891,0.028559088,0.048764841,21.17259333,19.76510667,21.7576,20.47635333,21.52474667,0.120641486,0.271988966,0.426939485,0.947230678,0.182536175,-1.407486667,0.585006667,-0.69624,0.352153333,1.992493333,0.711246667,1.75964,0.002596816,0.135647395,0.360732667,0.085149043,+,,,,0.005102018,0.365127959,0.001610658,+,,+
JANJIKNC_05222 hypothetical protein,19.77158,19.50308,19.57825,20.1345,20.5531,19.17162,20.91028,20.32312,21.50954,19.13655,20.07541,19.94661,20.8155,20.64042,18.26694,0.012627958,0.021529536,0.025477986,0.016901132,0.015896561,19.61763667,19.95307333,20.91431333,19.71952333,19.90762,0.113097435,0.57839345,0.484362333,0.415564508,1.162335694,0.335436667,1.296676667,0.101886667,0.289983333,0.96124,-0.23355,-0.045453333,0.465984818,0.021077933,0.754762055,0.743181105,,+,,,0.145912383,0.666934295,0.962885146,,,
JANJIKNC_05230 Phosphoserine aminotransferase,22.50666,22.34833,22.84481,19.53877,19.98318,19.02324,23.50857,23.42175,23.76344,21.69519,20.38042,19.33234,19.82872,19.40988,22.1638,0.09751233,0.015892072,0.159947284,0.028420132,0.02343332,22.5666,19.51506333,23.56458667,20.46931667,20.46746667,0.207071164,0.392252219,0.145008998,0.9666754,1.211615126,-3.051536667,0.997986667,-2.097283333,-2.099133333,4.049523333,0.954253333,0.952403333,0.000624914,0.005047347,0.039934335,0.073148239,+,+,+,,0.00016471,0.265448005,0.3498723,+,,
JANJIKNC_05239 Putative citrate synthase 2,21.78049,21.57057,21.60847,21.05298,20.57756,18.66846,21.19916,21.43196,22.19958,21.57224,22.0777,21.86238,21.77149,21.8839,20.97799,0.051771615,0.023832174,0.041272226,0.073362183,0.049435749,21.65317667,20.09966667,21.61023333,21.83744,21.54446,0.091344097,1.030459586,0.427431149,0.207105377,0.403175063,-1.55351,-0.042943333,0.184263333,-0.108716667,1.510566667,1.737773333,1.444793333,0.100917836,0.896207227,0.313767834,0.728817913,,,,,0.128018808,0.079536469,0.138543325,,,
JANJIKNC_05243 Citrate synthase 1,23.52349,23.14664,23.54002,21.7494,21.52841,20.94228,23.7454,24.10221,24.0592,22.9729,23.1948,22.86337,22.47231,21.11553,22.55754,0.174163208,0.058968339,0.211689028,0.165407556,0.070106815,23.40338333,21.40669667,23.96893667,23.01035667,22.04846,0.181670333,0.340559613,0.15903657,0.137873644,0.660598126,-1.996686667,0.565553333,-0.393026667,-1.354923333,2.56224,1.60366,0.641763333,0.001857315,0.029582953,0.071428604,0.048971213,+,+,,+,0.00064745,0.003498137,0.289077419,+,+,
JANJIKNC_05247 putative protein,19.26126,17.70167,18.93782,17.97431,19.38208,19.40392,18.47627,18.57434,18.0815,18.83323,19.86824,19.389,19.47537,19.04492,19.1566,0.006384157,0.01052155,0.004390046,0.013205021,0.009908405,18.63358333,18.92010333,18.37737,19.36349,19.22563,0.672061606,0.668836312,0.213008175,0.422925916,0.182383582,0.28652,-0.256213333,0.729906667,0.592046667,-0.542733333,0.443386667,0.305526667,0.691122045,0.634375571,0.263465532,0.295535102,,,,,0.335624846,0.472479026,0.566890116,,,
JANJIKNC_05251 putative membrane protein ArfC,20.60413,20.75393,20.66066,21.7024,21.66869,22.0715,22.05567,21.9011,20.0462,19.90525,20.44828,20.42812,21.80294,22.3927,21.37231,0.026242248,0.078214742,0.034087936,0.024591276,0.061350624,20.67290667,21.81419667,21.33432333,20.26055,21.85598333,0.061765663,0.182460672,0.913024009,0.251369812,0.418257604,1.14129,0.661416667,-0.412356667,1.183076667,-0.479873333,-1.553646667,0.041786667,0.001109843,0.364494636,0.087362704,0.016715338,+,,,+,0.506458158,0.00210761,0.90321065,,+,
JANJIKNC_05253 Transcriptional regulatory protein PrrA,23.24271,22.93056,23.31534,23.11788,20.26494,18.69367,22.68787,22.7136,23.28292,22.32732,23.366,22.77864,23.49143,23.60048,23.56732,0.147419417,0.035935437,0.100542572,0.1453625,0.198927574,23.16287,20.69216333,22.89479667,22.82398667,23.55307667,0.166922599,1.831265203,0.274645589,0.425249947,0.045644496,-2.470706667,-0.268073333,-0.338883333,0.390206667,2.202633333,2.131823333,2.860913333,0.13021611,0.303527069,0.353348481,0.033252253,,,,+,0.167822536,0.184055633,0.091760478,,,
JANJIKNC_05259 Acetyl-coenzyme A synthetase,19.1294,18.24241,18.7749,19.15608,20.12708,21.34787,23.04151,22.99181,21.56034,19.20713,19.5341,19.84513,21.95159,21.58049,20.46891,0.006757468,0.025732421,0.078145236,0.014808066,0.042715451,18.71557,20.21034333,22.53122,19.52878667,21.33366333,0.364534271,0.896729405,0.6868156,0.260489505,0.629961665,1.494773333,3.81565,0.813216667,2.618093333,2.320876667,-0.681556667,1.12332,0.094340055,0.002264165,0.062184122,0.007045718,,+,,+,0.043861259,0.360298038,0.220764416,+,,
JANJIKNC_05269 Bile acid 7-alpha dehydratase,19.81202,18.59165,18.96321,18.97816,19.53558,19.0632,19.59867,19.05171,18.99945,19.6426,19.56284,19.54807,19.02556,19.33507,19.28658,0.008958183,0.012706416,0.007854264,0.015391138,0.00984069,19.12229333,19.19231333,19.21661,19.58450333,19.21573667,0.510755235,0.245196457,0.270998351,0.04152072,0.135924473,0.07002,0.094316667,0.46221,0.093443333,0.024296667,0.39219,0.023423333,0.869743169,0.828874593,0.271143723,0.814880499,,,,,0.929614407,0.089583632,0.911638673,,,
JANJIKNC_05305 Long-chain-fatty-acid--CoA ligase,23.24278,23.50203,23.15227,23.18355,22.67844,23.52886,22.13662,22.13323,21.14855,21.79966,22.41651,22.38714,22.35799,22.75742,21.94367,0.16201004,0.194746732,0.047274797,0.09439431,0.086585255,23.29902667,23.13028333,21.80613333,22.20110333,22.35302667,0.148224559,0.349219651,0.464983694,0.284116422,0.332230584,-0.168743333,-1.492893333,-1.097923333,-0.946,-1.32415,-0.92918,-0.777256667,0.563462998,0.012388262,0.008368092,0.02125132,,+,+,+,0.032273125,0.0432928,0.084742122,+,+,
JANJIKNC_05323 ATP-dependent Clp protease ATP-binding subunit ClpC1,19.26339,19.11956,18.64401,20.05754,20.10483,19.04881,19.42874,19.59064,20.04514,19.7964,20.26641,19.68723,19.10284,18.59639,19.5092,0.008281542,0.018535665,0.01089081,0.019376078,0.008891948,19.00898667,19.73706,19.68817333,19.91668,19.06947667,0.264673059,0.487049028,0.260923748,0.25128049,0.373399123,0.728073333,0.679186667,0.907693333,0.06049,-0.048886667,0.17962,-0.667583333,0.13679435,0.061044991,0.024509204,0.860829746,,,+,,0.906461221,0.667103979,0.198789172,,,
JANJIKNC_05359 Vitamin B12 transport ATP-binding protein BacA,18.29211,19.48579,18.423,18.85514,20.21803,19.85262,19.3967,19.01225,18.77356,19.74866,19.80136,20.27248,18.96283,19.18592,19.26385,0.006842607,0.017352865,0.007050388,0.019703199,0.009321461,18.73363333,19.64193,19.06083667,19.94083333,19.13753333,0.534532685,0.575997682,0.25670523,0.235494453,0.127564917,0.908296667,0.327203333,1.2072,0.4039,-0.581093333,0.298903333,-0.504396667,0.177461664,0.478777719,0.043122211,0.357312918,,,+,,0.262470201,0.534224192,0.293196799,,,
JANJIKNC_05365 Glycine cleavage system H protein,19.0452,18.56678,22.00113,18.97671,19.96657,19.4143,20.68372,20.91787,21.40224,19.72612,19.48554,18.77966,18.93722,18.78992,19.58784,0.01505269,0.015217913,0.02706099,0.012905952,0.009113569,19.87103667,19.45252667,21.00127667,19.33044,19.10499333,1.518814149,0.405011657,0.299204781,0.401653782,0.346679487,-0.41851,1.13024,-0.540596667,-0.766043333,1.54875,-0.122086667,-0.347533333,0.725644604,0.360150697,0.651976472,0.525088911,,,,,0.0121601,0.777212579,0.408753579,+,,
JANJIKNC_05366 Glycogen accumulation regulator GarA,21.4802,19.0419,18.74198,19.74425,20.36362,19.76838,22.63604,22.09693,22.93011,19.31332,21.95095,21.79142,22.11095,23.02687,22.31482,0.013886451,0.021614416,0.079408747,0.041587787,0.094827666,19.75469333,19.95875,22.55436,21.01856333,22.48421333,1.226245746,0.286455758,0.34501299,1.207546707,0.392638882,0.204056667,2.799666667,1.26387,2.72952,2.59561,1.059813333,2.525463333,0.829980338,0.03593656,0.357659267,0.040021425,,+,,+,0.001213106,0.293692017,0.001826279,+,,+
JANJIKNC_05367 putative HTH-type transcriptional regulator,21.0422,21.13634,20.66127,21.24185,20.32375,18.48133,19.76809,19.63532,18.41492,19.26778,20.84736,19.38006,20.40572,21.85148,20.51036,0.031724292,0.022483821,0.008166074,0.018268142,0.032123179,20.94660333,20.01564333,19.27277667,19.83173333,20.92252,0.205388929,1.147842892,0.609013144,0.719617882,0.658261546,-0.93096,-1.673826667,-1.11487,-0.024083333,-0.742866667,-0.18391,0.906876667,0.321995691,0.021147272,0.102856192,0.962974562,,+,,,0.464141585,0.857110049,0.387303775,,,
JANJIKNC_05372 Malate synthase G,22.28011,22.40406,21.8146,21.70481,19.66567,19.76308,22.98496,22.402,23.22946,19.91325,19.24154,19.63498,21.51504,21.76109,21.47586,0.073882942,0.028900555,0.098975944,0.015520624,0.050809257,22.16625667,20.37785333,22.87214,19.59659,21.58399667,0.253755406,0.939142401,0.347101116,0.275564784,0.126241316,-1.788403333,0.705883333,-2.569666667,-0.58226,2.494286667,-0.781263333,1.206143333,0.060057861,0.080982001,0.000631999,0.043882554,,,+,+,0.024381542,0.322067155,0.146223356,+,,
JANJIKNC_05378 putative oxidoreductase,22.90547,23.02852,23.17747,22.06881,20.69658,21.75385,22.99222,23.16642,23.1838,21.87485,22.19806,22.05537,23.21239,23.12482,23.29852,0.135117064,0.06318829,0.117052561,0.084582346,0.157033961,23.03715333,21.50641333,23.11414667,22.04276,23.21191,0.111211213,0.586897192,0.086506648,0.13225086,0.07091354,-1.53074,0.076993333,-0.994393333,0.174756667,1.607733333,0.536346667,1.705496667,0.022277048,0.482762463,0.001240197,0.134244878,+,,+,,0.018575832,0.275912136,0.015098847,+,,+
"JANJIKNC_05379 6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating",24.15321,24.26821,24.07308,21.22335,21.17632,22.03681,24.02943,23.42355,24.01674,20.40996,23.36533,18.94606,22.72082,23.79124,23.24432,0.295240347,0.061991506,0.191354766,0.038496125,0.161473035,24.16483333,21.47882667,23.82324,20.90711667,23.25212667,0.080084354,0.395020679,0.282670988,1.83808966,0.437031999,-2.686006667,-0.341593333,-3.257716667,-0.912706667,2.344413333,-0.57171,1.7733,0.000706666,0.175461974,0.0664755,0.043893002,+,,,+,0.002409074,0.689314449,0.013084343,+,,+
JANJIKNC_05390 NADH dehydrogenase-like protein,19.71535,19.0719,19.62494,19.7319,19.75041,21.00038,20.66241,20.66275,19.97463,19.63456,18.97075,20.28683,20.32619,19.58084,18.92895,0.011405381,0.024865416,0.018253856,0.015892101,0.01295122,19.47073,20.16089667,20.43326333,19.63071333,19.61199333,0.284420485,0.593652455,0.32430277,0.537294295,0.57084604,0.690166667,0.962533333,0.159983333,0.141263333,0.272366667,-0.530183333,-0.548903333,0.212285587,0.034325475,0.728648237,0.769752823,,+,,,0.599527805,0.402067466,0.399280001,,,
